8.0000000000e-01	1.0816472729e+00	1.4878478043e-04	9.9699149344e-01	7.7663857057e-01	-5.0401966413e+04	6.9577239032e-01
8.0100012502e-01	1.0812919957e+00	1.4848165617e-04	9.9713276973e-01	7.7755639708e-01	-5.0179536949e+04	6.9689363633e-01
8.0200025003e-01	1.0809362628e+00	1.4817954490e-04	9.9727277957e-01	7.7847567531e-01	-4.9956844567e+04	6.9801765339e-01
8.0300037505e-01	1.0805800731e+00	1.4787844138e-04	9.9741152310e-01	7.7939641166e-01	-4.9733888851e+04	6.9914445430e-01
8.0400050006e-01	1.0802234258e+00	1.4757834043e-04	9.9754900043e-01	7.8031861253e-01	-4.9510669381e+04	7.0027405195e-01
8.0500062508e-01	1.0798663201e+00	1.4727923687e-04	9.9768521169e-01	7.8124228434e-01	-4.9287185739e+04	7.0140645933e-01
8.0600075009e-01	1.0795087550e+00	1.4698112559e-04	9.9782015700e-01	7.8216743355e-01	-4.9063437501e+04	7.0254168953e-01
8.0700087511e-01	1.0791507296e+00	1.4668400147e-04	9.9795383648e-01	7.8309406662e-01	-4.8839424245e+04	7.0367975574e-01
8.0800100013e-01	1.0787922430e+00	1.4638785946e-04	9.9808625024e-01	7.8402219004e-01	-4.8615145545e+04	7.0482067125e-01
8.0900112514e-01	1.0784332943e+00	1.4609269452e-04	9.9821739839e-01	7.8495181031e-01	-4.8390600972e+04	7.0596444942e-01
8.1000125016e-01	1.0780738825e+00	1.4579850165e-04	9.9834728107e-01	7.8588293398e-01	-4.8165790099e+04	7.0711110376e-01
8.1100137517e-01	1.0777140068e+00	1.4550527588e-04	9.9847589837e-01	7.8681556758e-01	-4.7940712493e+04	7.0826064785e-01
8.1200150019e-01	1.0773536662e+00	1.4521301226e-04	9.9860325040e-01	7.8774971771e-01	-4.7715367721e+04	7.0941309536e-01
8.1300162520e-01	1.0769928598e+00	1.4492170589e-04	9.9872933728e-01	7.8868539095e-01	-4.7489755348e+04	7.1056846008e-01
8.1400175022e-01	1.0766315866e+00	1.4463135189e-04	9.9885415911e-01	7.8962259393e-01	-4.7263874938e+04	7.1172675589e-01
8.1500187523e-01	1.0762698458e+00	1.4434194541e-04	9.9897771600e-01	7.9056133329e-01	-4.7037726052e+04	7.1288799678e-01
8.1600200025e-01	1.0759076363e+00	1.4405348163e-04	9.9910000804e-01	7.9150161571e-01	-4.6811308248e+04	7.1405219684e-01
8.1700212527e-01	1.0755449572e+00	1.4376595575e-04	9.9922103535e-01	7.9244344787e-01	-4.6584621085e+04	7.1521937026e-01
8.1800225028e-01	1.0751818075e+00	1.4347936303e-04	9.9934079802e-01	7.9338683650e-01	-4.6357664117e+04	7.1638953132e-01
8.1900237530e-01	1.0748181864e+00	1.4319369872e-04	9.9945929614e-01	7.9433178833e-01	-4.6130436899e+04	7.1756269443e-01
8.2000250031e-01	1.0744540928e+00	1.4290895813e-04	9.9957652981e-01	7.9527831014e-01	-4.5902938981e+04	7.1873887407e-01
8.2100262533e-01	1.0740895257e+00	1.4262513658e-04	9.9969249912e-01	7.9622640872e-01	-4.5675169914e+04	7.1991808486e-01
8.2200275034e-01	1.0737244843e+00	1.4234222942e-04	9.9980720416e-01	7.9717609090e-01	-4.5447129245e+04	7.2110034150e-01
8.2300287536e-01	1.0733589675e+00	1.4206023204e-04	9.9992064503e-01	7.9812736352e-01	-4.5218816520e+04	7.2228565880e-01
8.2400300038e-01	1.0729929742e+00	1.4177913986e-04	1.0000328218e+00	7.9908023345e-01	-4.4990231283e+04	7.2347405168e-01
8.2500312539e-01	1.0726265037e+00	1.4149894830e-04	1.0001437346e+00	8.0003470760e-01	-4.4761373075e+04	7.2466553516e-01
8.2600325041e-01	1.0722595547e+00	1.4121965283e-04	1.0002533834e+00	8.0099079290e-01	-4.4532241437e+04	7.2586012437e-01
8.2700337542e-01	1.0718921265e+00	1.4094124895e-04	1.0003617684e+00	8.0194849632e-01	-4.4302835906e+04	7.2705783456e-01
8.2800350044e-01	1.0715242178e+00	1.4066373217e-04	1.0004688896e+00	8.0290782483e-01	-4.4073156017e+04	7.2825868105e-01
8.2900362545e-01	1.0711558278e+00	1.4038709805e-04	1.0005747471e+00	8.0386878545e-01	-4.3843201306e+04	7.2946267932e-01
8.3000375047e-01	1.0707869555e+00	1.4011134215e-04	1.0006793409e+00	8.0483138525e-01	-4.3612971304e+04	7.3066984492e-01
8.3100387548e-01	1.0704175997e+00	1.3983646008e-04	1.0007826712e+00	8.0579563129e-01	-4.3382465540e+04	7.3188019351e-01
8.3200400050e-01	1.0700477596e+00	1.3956244745e-04	1.0008847380e+00	8.0676153068e-01	-4.3151683542e+04	7.3309374090e-01
8.3300412552e-01	1.0696774340e+00	1.3928929993e-04	1.0009855414e+00	8.0772909057e-01	-4.2920624837e+04	7.3431050296e-01
8.3400425053e-01	1.0693066219e+00	1.3901701318e-04	1.0010850814e+00	8.0869831812e-01	-4.2689288947e+04	7.3553049570e-01
